first,second
w7 p16 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [641.2, 622.68, 618.74, 624.39, 659.64, 766.81, 884.98, 927.67, 847.8, 795.66, 780.86, 737.06, 669.31, 633.47, 630.72, 669.39, 768.3, 842.37, 931.24, 938.08, 929.08, 823.18, 788.3, 762.36], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p16 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [641.2, 622.68, 618.74, 624.39, 659.64, 766.81, 884.98, 927.67, 847.8, 795.66, 780.86, 737.06, 669.31, 633.47, 630.72, 669.39, 768.3, 842.37, 931.24, 938.08, 929.08, 823.18, 788.3, 762.36], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p16 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [641.2, 622.68, 618.74, 624.39, 659.64, 766.81, 884.98, 927.67, 847.8, 795.66, 780.86, 737.06, 669.31, 633.47, 630.72, 669.39, 768.3, 842.37, 931.24, 938.08, 929.08, 823.18, 788.3, 762.36], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p17 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [718.51, 710.85, 680.59, 675.83, 712.34, 910.58, 1011.26, 1001.59, 915.56, 810.71, 736.28, 666.39, 657.91, 657.24, 668.62, 686.46, 884.92, 978.32, 1070.22, 1066.13, 966.19, 899.42, 876.37, 848.82], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p17 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [718.51, 710.85, 680.59, 675.83, 712.34, 910.58, 1011.26, 1001.59, 915.56, 810.71, 736.28, 666.39, 657.91, 657.24, 668.62, 686.46, 884.92, 978.32, 1070.22, 1066.13, 966.19, 899.42, 876.37, 848.82], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p17 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [718.51, 710.85, 680.59, 675.83, 712.34, 910.58, 1011.26, 1001.59, 915.56, 810.71, 736.28, 666.39, 657.91, 657.24, 668.62, 686.46, 884.92, 978.32, 1070.22, 1066.13, 966.19, 899.42, 876.37, 848.82], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p18 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [779.88, 772.74, 770.14, 779.65, 818.02, 1130.85, 1196.66, 1239.64, 1167.44, 1099.99, 1041.47, 883.68, 869.26, 884.87, 1053.15, 1122.3, 1182.98, 1364.12, 1493.72, 1436.69, 1196.51, 1094.19, 975.44, 908.95], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p18 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [779.88, 772.74, 770.14, 779.65, 818.02, 1130.85, 1196.66, 1239.64, 1167.44, 1099.99, 1041.47, 883.68, 869.26, 884.87, 1053.15, 1122.3, 1182.98, 1364.12, 1493.72, 1436.69, 1196.51, 1094.19, 975.44, 908.95], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p18 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [779.88, 772.74, 770.14, 779.65, 818.02, 1130.85, 1196.66, 1239.64, 1167.44, 1099.99, 1041.47, 883.68, 869.26, 884.87, 1053.15, 1122.3, 1182.98, 1364.12, 1493.72, 1436.69, 1196.51, 1094.19, 975.44, 908.95], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p19 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [498.73, 320.93, 295.5, 391.72, 482.44, 634.06, 654.81, 673.84, 687.23, 613.98, 530.4, 445.71, 386.82, 365.77, 470.54, 563.34, 632.87, 649.97, 648.63, 640.53, 634.8, 644.17, 645.36, 855.4], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p19 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [498.73, 320.93, 295.5, 391.72, 482.44, 634.06, 654.81, 673.84, 687.23, 613.98, 530.4, 445.71, 386.82, 365.77, 470.54, 563.34, 632.87, 649.97, 648.63, 640.53, 634.8, 644.17, 645.36, 855.4], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p19 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [498.73, 320.93, 295.5, 391.72, 482.44, 634.06, 654.81, 673.84, 687.23, 613.98, 530.4, 445.71, 386.82, 365.77, 470.54, 563.34, 632.87, 649.97, 648.63, 640.53, 634.8, 644.17, 645.36, 855.4], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p2 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [364.36, 361.98, 354.84, 346.65, 357.07, 383.25, 468.43, 579.79, 699.78, 727.23, 674.63, 646.96, 589.53, 570.12, 573.84, 572.65, 609.99, 740.17, 729.16, 706.77, 574.28, 499.75, 470.06, 412.26], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p2 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [364.36, 361.98, 354.84, 346.65, 357.07, 383.25, 468.43, 579.79, 699.78, 727.23, 674.63, 646.96, 589.53, 570.12, 573.84, 572.65, 609.99, 740.17, 729.16, 706.77, 574.28, 499.75, 470.06, 412.26], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p2 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [364.36, 361.98, 354.84, 346.65, 357.07, 383.25, 468.43, 579.79, 699.78, 727.23, 674.63, 646.96, 589.53, 570.12, 573.84, 572.65, 609.99, 740.17, 729.16, 706.77, 574.28, 499.75, 470.06, 412.26], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p20 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [1064.46, 1043.4, 973.4, 967.37, 1031.87, 1264.36, 1443.28, 1711.78, 1629.94, 1544.61, 1450.72, 1168.02, 1175.46, 1193.83, 1249.26, 1420.96, 1919.34, 2040.91, 1755.75, 1509.87, 1366.13, 1234.38, 1079.26, 1230.25], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p20 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [1064.46, 1043.4, 973.4, 967.37, 1031.87, 1264.36, 1443.28, 1711.78, 1629.94, 1544.61, 1450.72, 1168.02, 1175.46, 1193.83, 1249.26, 1420.96, 1919.34, 2040.91, 1755.75, 1509.87, 1366.13, 1234.38, 1079.26, 1230.25], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p20 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [1064.46, 1043.4, 973.4, 967.37, 1031.87, 1264.36, 1443.28, 1711.78, 1629.94, 1544.61, 1450.72, 1168.02, 1175.46, 1193.83, 1249.26, 1420.96, 1919.34, 2040.91, 1755.75, 1509.87, 1366.13, 1234.38, 1079.26, 1230.25], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p3 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [264.61, 233.6, 228.91, 223.04, 236.2, 281.94, 306.4, 415.8, 417.07, 417.07, 401.82, 423.69, 403.9, 385.16, 341.51, 324.4, 312.43, 357.05, 396.02, 378.25, 325.07, 310.79, 298.6, 264.09], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p3 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [264.61, 233.6, 228.91, 223.04, 236.2, 281.94, 306.4, 415.8, 417.07, 417.07, 401.82, 423.69, 403.9, 385.16, 341.51, 324.4, 312.43, 357.05, 396.02, 378.25, 325.07, 310.79, 298.6, 264.09], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p3 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [264.61, 233.6, 228.91, 223.04, 236.2, 281.94, 306.4, 415.8, 417.07, 417.07, 401.82, 423.69, 403.9, 385.16, 341.51, 324.4, 312.43, 357.05, 396.02, 378.25, 325.07, 310.79, 298.6, 264.09], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p4 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [340.02, 331.76, 324.25, 319.05, 315.11, 313.4, 316.3, 324.33, 341.88, 345.08, 343.07, 339.8, 329.31, 316.37, 308.64, 318.15, 334.67, 401.37, 462.58, 424.65, 359.5, 326.41, 336.67, 318.3], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p4 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [340.02, 331.76, 324.25, 319.05, 315.11, 313.4, 316.3, 324.33, 341.88, 345.08, 343.07, 339.8, 329.31, 316.37, 308.64, 318.15, 334.67, 401.37, 462.58, 424.65, 359.5, 326.41, 336.67, 318.3], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p4 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [340.02, 331.76, 324.25, 319.05, 315.11, 313.4, 316.3, 324.33, 341.88, 345.08, 343.07, 339.8, 329.31, 316.37, 308.64, 318.15, 334.67, 401.37, 462.58, 424.65, 359.5, 326.41, 336.67, 318.3], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p5 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [338.48, 332.53, 325.76, 326.65, 327.7, 367.18, 438.64, 498.5, 496.34, 432.76, 368.15, 332.53, 328.29, 317.95, 321.15, 333.87, 349.33, 419.08, 503.25, 520.51, 447.78, 407.04, 388.45, 288.58], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p5 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [338.48, 332.53, 325.76, 326.65, 327.7, 367.18, 438.64, 498.5, 496.34, 432.76, 368.15, 332.53, 328.29, 317.95, 321.15, 333.87, 349.33, 419.08, 503.25, 520.51, 447.78, 407.04, 388.45, 288.58], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p5 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [338.48, 332.53, 325.76, 326.65, 327.7, 367.18, 438.64, 498.5, 496.34, 432.76, 368.15, 332.53, 328.29, 317.95, 321.15, 333.87, 349.33, 419.08, 503.25, 520.51, 447.78, 407.04, 388.45, 288.58], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p6 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [413.22, 394.48, 372.02, 364.66, 364.36, 394.7, 437.98, 519.78, 506.24, 433.96, 353.14, 337.15, 326.51, 321.53, 320.71, 324.43, 315.36, 318.48, 313.65, 309.34, 287.62, 283.98, 256.24, 179.36], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p6 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [413.22, 394.48, 372.02, 364.66, 364.36, 394.7, 437.98, 519.78, 506.24, 433.96, 353.14, 337.15, 326.51, 321.53, 320.71, 324.43, 315.36, 318.48, 313.65, 309.34, 287.62, 283.98, 256.24, 179.36], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p6 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [413.22, 394.48, 372.02, 364.66, 364.36, 394.7, 437.98, 519.78, 506.24, 433.96, 353.14, 337.15, 326.51, 321.53, 320.71, 324.43, 315.36, 318.48, 313.65, 309.34, 287.62, 283.98, 256.24, 179.36], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p7 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [301.84, 295.66, 294.47, 286.07, 279.52, 257.36, 256.76, 247.91, 233.48, 151.51, 120.87, 134.41, 44.7, 15.02, 0.74, 7.51, 53.41, 88.89, 97.14, 86.73, 78.32, 40.46, 24.1, 0.37], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p7 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [301.84, 295.66, 294.47, 286.07, 279.52, 257.36, 256.76, 247.91, 233.48, 151.51, 120.87, 134.41, 44.7, 15.02, 0.74, 7.51, 53.41, 88.89, 97.14, 86.73, 78.32, 40.46, 24.1, 0.37], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p7 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [301.84, 295.66, 294.47, 286.07, 279.52, 257.36, 256.76, 247.91, 233.48, 151.51, 120.87, 134.41, 44.7, 15.02, 0.74, 7.51, 53.41, 88.89, 97.14, 86.73, 78.32, 40.46, 24.1, 0.37], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p8 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [371.86, 374.61, 387.92, 393.35, 409.78, 515.17, 640.26, 714.71, 475.97, 383.68, 375.57, 367.91, 368.21, 349.47, 341.81, 343.59, 359.96, 372.6, 402.57, 359.44, 402.2, 368.36, 359.96, 481.16], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
w7 p8 s2,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [371.86, 374.61, 387.92, 393.35, 409.78, 515.17, 640.26, 714.71, 475.97, 383.68, 375.57, 367.91, 368.21, 349.47, 341.81, 343.59, 359.96, 372.6, 402.57, 359.44, 402.2, 368.36, 359.96, 481.16], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
w7 p8 s3,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [371.86, 374.61, 387.92, 393.35, 409.78, 515.17, 640.26, 714.71, 475.97, 383.68, 375.57, 367.91, 368.21, 349.47, 341.81, 343.59, 359.96, 372.6, 402.57, 359.44, 402.2, 368.36, 359.96, 481.16], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
w7 p9 s1,"[[0.01, 0.01, 0.02, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.13, 0.09, 0.06, 0.06, 0.06, 0.08, 0.09, 0.09, 0.1, 0.18, 0.27, 0.34, 0.35, 0.34, 0.34], [387.35, 375.23, 364.59, 367.57, 365.63, 358.49, 367.27, 377.46, 357.53, 343.4, 343.03, 326.52, 256.02, 245.91, 204.27, 19.48, 265.99, 375.67, 415.68, 499.04, 494.43, 458.66, 393.3, 403.93], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
